# BEAST v1.7.4, r5154
# Generated Fri Sep 25 21:47:24 BST 2015 [seed=1443214044375]
state	posterior	prior	likelihood	treeModel.rootHeight	tmrca(CentralPacificIslands)	tmrca(MainHawaiian)	tmrca(NorthWesternHawaiian)	tmrca(Hawaii)	constant.popSize	clock.rate	treeLikelihood	coalescent
543000	-5045.9189216121595	-1.22528277542864	-5044.693638836731	0.17361782041132168	0.10221397391835269	0.06155254165333855	0.10221397391835269	0.017881525905523558	0.41755658261499506	1.0	-5044.693638836731	1.8028029516175912
544000	-5049.036224499344	-0.40710218760368244	-5048.6291223117405	0.17069824861595814	0.10973665237798434	0.053438277814692944	0.10973665237798434	0.016009419911172443	0.21366531273014125	1.0	-5048.6291223117405	2.3312604733173927
545000	-5043.295463785195	-0.7984093853921941	-5042.497054399803	0.18802899576227292	0.11006692742964955	0.06310911397641299	0.11006692742964955	0.017203925581786274	0.35273183095988975	1.0	-5042.497054399803	2.1467937375105333
546000	-5047.859788220023	-0.3876933116861023	-5047.472094908337	0.1674165009524613	0.0998713070196072	0.059460762057481034	0.0998713070196072	0.01730804778459307	0.31272539956602347	1.0	-5047.472094908337	2.633843317671893
547000	-5046.5700703827215	-2.515124230430862	-5044.0549461522905	0.18694060081393468	0.10408293841585499	0.06562928791247341	0.10408293841585499	0.01766675350874237	0.493979319199766	1.0	-5044.0549461522905	0.9635805634793244
548000	-5045.573097055812	0.4034715171764809	-5045.976568572988	0.16535087269007048	0.09011875740148262	0.06204604300017649	0.09011875740148262	0.016053564369155466	0.28096263655282583	1.0	-5045.976568572988	3.3179043532319543
549000	-5055.244405399931	-0.7159953456059269	-5054.528410054325	0.19387361836617978	0.10303195993388359	0.06310045753722965	0.10303195993388359	0.020564238684223836	0.2510718931164736	1.0	-5054.528410054325	2.0859551208390723
550000	-5042.7142319581035	-0.35180924292952387	-5042.362422715174	0.19481361683326162	0.09913648247459642	0.06056893546360941	0.09913648247459642	0.01584248068194434	0.19830385067095563	1.0	-5042.362422715174	2.2142023523856347
551000	-5045.7604948594935	-0.5933113146180742	-5045.167183544875	0.18482696970949336	0.10785847760105588	0.0636527588125225	0.10785847760105588	0.01429221081006748	0.30253989228784284	1.0	-5045.167183544875	2.395112971056416
552000	-5043.58392908054	0.9407971075495105	-5044.5247261880895	0.19261576082982093	0.08967478463774325	0.052788009312935716	0.08967478463774325	0.011956326427848574	0.2137688169526572	1.0	-5044.5247261880895	3.5819033855854654
553000	-5050.341116706994	0.5374897049296896	-5050.878606411924	0.21136232925844622	0.09291642896194355	0.05361774136740965	0.09291642896194355	0.014428600970936933	0.27589105545996684	1.0	-5050.878606411924	3.4337069076941367
554000	-5047.516223732997	-1.0338510263416816	-5046.482372706655	0.1955160133391703	0.09551101429046831	0.052550007814160984	0.09551101429046831	0.014908784500982023	0.43002287637084724	1.0	-5046.482372706655	2.3061985233599156
555000	-5048.237623508294	-0.9147745342187559	-5047.322848974075	0.17647402319216876	0.09437767070126976	0.05913574935578361	0.09437767070126976	0.016236943117103535	0.16127346476066493	1.0	-5047.322848974075	1.4445380703326895
556000	-5050.281533596872	-0.5644867038227606	-5049.717046893049	0.1932504754451912	0.10955329442371509	0.060969500004757336	0.10955329442371509	0.016033413734710938	0.22098529233702427	1.0	-5049.717046893049	2.109820586535876
557000	-5044.109299185913	-0.927958277405311	-5043.181340908508	0.21251210097304762	0.09459080625386723	0.058888593924815096	0.09459080625386723	0.014280164146653512	0.17150084515473896	1.0	-5043.181340908508	1.4928410587711807
558000	-5045.093765485325	-0.5074546248607246	-5044.586310860464	0.21765641295346963	0.09473712841433778	0.05809801826225593	0.09473712841433778	0.015222557385291926	0.36018156497625536	1.0	-5044.586310860464	2.655364768172085
559000	-5049.026161601712	-0.3333244762597394	-5048.692837125453	0.18657992897928208	0.09614964638830231	0.0529694540765077	0.09614964638830231	0.01375098043477436	0.37545794321314174	1.0	-5048.692837125453	2.8710331281429218
560000	-5046.248787231736	-0.06275239768396013	-5046.186034834052	0.18942583009466785	0.09745637905079116	0.05986622044819575	0.09745637905079116	0.014423015346045636	0.2943960402537298	1.0	-5046.186034834052	2.8983846804218727
561000	-5047.686887667266	-0.534469332962404	-5047.152418334304	0.1780483698497289	0.11347391977482774	0.05847065813210919	0.11347391977482774	0.016412099971058674	0.3578742138236311	1.0	-5047.152418334304	2.369891663190156
562000	-5045.798160563561	-1.089944977098384	-5044.708215586463	0.17546899737199265	0.09640984512815884	0.06107370325482919	0.09640984512815884	0.015355911868076631	0.18348712520504226	1.0	-5044.708215586463	1.3827618608247176
563000	-5047.137913389569	0.45470186427864956	-5047.592615253848	0.17861100298816046	0.08401197591426049	0.05729755503470122	0.08401197591426049	0.01696715461682207	0.28365459321403097	1.0	-5047.592615253848	3.363021476425735
564000	-5046.143289233371	-0.683207994728221	-5045.460081238643	0.18897393872339868	0.09766139146147983	0.06144323483160178	0.09766139146147983	0.015228304477987639	0.20988405019430995	1.0	-5045.460081238643	1.9239095768312144
565000	-5047.015659285018	-1.370277444630053	-5045.645381840388	0.19418861127339934	0.09334637260141197	0.06255520250022431	0.09334637260141197	0.014997696734893243	0.40909819947331766	1.0	-5045.645381840388	2.110173975591872
566000	-5046.041096792243	-0.931079846404443	-5045.110016945838	0.18449074032674762	0.10399414704184605	0.06223850051721475	0.10399414704184605	0.019317866943067554	0.27003653762535157	1.0	-5045.110016945838	2.13397362446263
567000	-5045.612343136584	-0.9464681189230344	-5044.665875017661	0.17636341973576744	0.1023983082023098	0.06358617286222741	0.1023983082023098	0.01891925446584866	0.3008831874626726	1.0	-5044.665875017661	2.2267501854692586
568000	-5048.1105085948975	-1.16328686435968	-5046.947221730537	0.1832177539670133	0.10793707906216539	0.05771821391147167	0.10793707906216539	0.01814438276308757	0.3589686697158919	1.0	-5046.947221730537	2.18644444581979
569000	-5043.558343751917	1.208448912108775	-5044.766792664026	0.17841356114079324	0.0965890082185794	0.052319192021996024	0.0965890082185794	0.011908772672031841	0.22354891722635292	1.0	-5044.766792664026	3.806692137817468
570000	-5045.135738568505	0.39516010007754465	-5045.530898668582	0.20534361117166866	0.0943550667636973	0.056362651472583215	0.0943550667636973	0.014995719976455608	0.24575449291803067	1.0	-5045.530898668582	3.0881061079935685
571000	-5044.589954968221	-0.5375091450008336	-5044.05244582322	0.18274099917485703	0.0979829933772074	0.05870581153396257	0.0979829933772074	0.012660846417621155	0.385402546627282	1.0	-5044.05244582322	2.605392185290409
572000	-5045.880063579974	-1.8338383385356147	-5044.046225241439	0.18877024510944398	0.11024172848560164	0.06415068135487845	0.11024172848560164	0.01633470873272184	0.4645558152230452	1.0	-5044.046225241439	1.49585634102522
573000	-5045.865536618647	-0.1760968941936074	-5045.689439724453	0.17063611053415817	0.09842516048033782	0.0641277479921076	0.09842516048033782	0.018468730317076618	0.3104006121293677	1.0	-5045.689439724453	2.663550839628707
574000	-5052.471588851143	-0.19975396961303415	-5052.27183488153	0.17971402754159674	0.10373083972924742	0.05610986467696257	0.10373083972924742	0.0161244481607378	0.25015706130983967	1.0	-5052.27183488153	2.214723124041462
575000	-5046.476483875321	-0.041351277941287456	-5046.435132597379	0.18668606984905822	0.10246677330293229	0.06624347557182658	0.10246677330293229	0.015050933717954225	0.2902232389339143	1.0	-5046.435132597379	2.521687266146923
576000	-5046.8370511792	1.0876869315666022	-5047.924738110766	0.1805198089014224	0.09388033371462666	0.05755986748411044	0.09388033371462666	0.012225272845961479	0.29585645941758254	1.0	-5047.924738110766	3.6699494616882076
577000	-5050.537119476892	-0.8859332965812468	-5049.651186180311	0.1748062189894805	0.09900830790189048	0.06442956551225759	0.09900830790189048	0.013623707097463241	0.4296199052206071	1.0	-5049.651186180311	2.0693557076687235
578000	-5052.901469430893	-0.8162281155062194	-5052.085241315386	0.19262417789369496	0.1071812909172579	0.06704882598612438	0.1071812909172579	0.012797501658605536	0.20409147856139154	1.0	-5052.085241315386	1.3947283299627213
579000	-5050.4158910505785	0.286041022522439	-5050.701932073101	0.21828270340625158	0.10220345965318171	0.059007222216424286	0.10220345965318171	0.011703674418455308	0.24232703335423386	1.0	-5050.701932073101	2.8565321629464417
580000	-5044.773780197045	-0.7182599210084484	-5044.055520276037	0.1784629344375697	0.10259198989342615	0.06567094492555423	0.10259198989342615	0.015621605488389869	0.3612016671993014	1.0	-5044.055520276037	2.2741068117825494
581000	-5047.87353610575	-0.21645079511322862	-5047.657085310637	0.1642107685680216	0.10647864185005246	0.06057737814948354	0.10647864185005246	0.013337938022245586	0.1862542812547612	1.0	-5047.657085310637	2.403527306972076
582000	-5052.412035693743	-1.3761298078983297	-5051.035905885845	0.1817436624659086	0.10640603109211023	0.06829727800573202	0.10640603109211023	0.016198480213383458	0.33037447752363647	1.0	-5051.035905885845	1.8169622420473632
583000	-5047.805812727468	-0.9138467473914114	-5046.891965980077	0.1914634344936525	0.09839016529309227	0.06104026424737562	0.09839016529309227	0.017672284261124875	0.19737114961563823	1.0	-5046.891965980077	1.4148970713174673
584000	-5046.112462684346	0.14544032801724516	-5046.257903012363	0.17712409537521434	0.09312076429081227	0.05707205440037411	0.09312076429081227	0.01702974667114418	0.20804900272773863	1.0	-5046.257903012363	2.5268718242959824
585000	-5049.879150677281	-1.9623127959684346	-5047.916837881313	0.21465607912643647	0.09440984172998697	0.06344461397842624	0.09440984172998697	0.016053189491708725	0.1645839090430712	1.0	-5047.916837881313	0.18476558384307618
586000	-5046.571417183526	0.5099348224256293	-5047.081352005952	0.17795617188974838	0.08660401775747799	0.060437873344139324	0.08660401775747799	0.016407146243601966	0.3142687811310761	1.0	-5047.081352005952	3.3038412873331255
587000	-5048.135383728314	-1.0013870800674365	-5047.1339966482465	0.1836996411491289	0.09539714239915936	0.0662757227863495	0.09539714239915936	0.01460128578504155	0.186002595242401	1.0	-5047.1339966482465	1.7991896007401822
588000	-5047.122365930368	0.006670318740432446	-5047.129036249108	0.17977371637876693	0.098927340461685	0.059241515657918964	0.098927340461685	0.01163250337907315	0.3076974893567151	1.0	-5047.129036249108	3.3147657952240164
589000	-5048.835704432155	0.33609903821290565	-5049.171803470367	0.20270791601365534	0.09192976549983756	0.05839344715652644	0.09192976549983756	0.01180163718237812	0.32364111159188	1.0	-5049.171803470367	3.694712613377633
590000	-5052.206205534294	-1.4625505309579059	-5050.743655003336	0.1953556943120722	0.09858172381502112	0.056538413299670076	0.09858172381502112	0.013217826429929047	0.42077901219030733	1.0	-5050.743655003336	2.158535606823709
591000	-5047.692655332407	-1.4784605896204284	-5046.214194742787	0.19216793484557687	0.09412024339758404	0.06336874312817237	0.09412024339758404	0.016926906749285795	0.37649691946415575	1.0	-5046.214194742787	1.9862353590867527
592000	-5049.789442370508	-0.19463873703533263	-5049.594803633473	0.17703765325161552	0.08804277170299749	0.061055908343144755	0.08804277170299749	0.01471706283035999	0.20811151292830687	1.0	-5049.594803633473	2.677221402387534
593000	-5045.094261152021	-0.5836235121532902	-5044.510637639868	0.19295622715429522	0.09090356184996808	0.05548829196340662	0.09090356184996808	0.015270589989194183	0.3877145936262003	1.0	-5044.510637639868	2.9104320568929354
594000	-5048.66240484694	-0.12915043846156804	-5048.533254408479	0.16640360149062666	0.09778660818858606	0.05890734788784551	0.09778660818858606	0.013620241801817938	0.32193941162021883	1.0	-5048.533254408479	3.178999010242717
595000	-5044.501436505635	0.31622256545330396	-5044.817659071088	0.18123663197169237	0.09930677995903535	0.055539594388626844	0.09930677995903535	0.012349167642946416	0.2956802374770569	1.0	-5044.817659071088	3.539287240596752
596000	-5045.755107300414	-1.937916828550537	-5043.817190471864	0.19221032815557318	0.10118934431476359	0.06562626467648318	0.10118934431476359	0.015171447528234683	0.44959421231922386	1.0	-5043.817190471864	1.7042146805254448
597000	-5048.488858383655	-0.7800086864951292	-5047.708849697159	0.19748027759481157	0.0938785075087687	0.06273691431036034	0.0938785075087687	0.017461153415403507	0.26777900900976215	1.0	-5047.708849697159	2.5290246959420246
598000	-5045.256281487472	-0.7316264226666345	-5044.524655064805	0.1852128955233066	0.10842800721330025	0.06955186002472531	0.10842800721330025	0.015695871977179306	0.2520307553232725	1.0	-5044.524655064805	1.884449026037517
599000	-5043.336580668585	0.17938138812958115	-5043.515962056715	0.1826399841609159	0.09825895771488388	0.056838559433415606	0.09825895771488388	0.015805676014997033	0.21763719540425616	1.0	-5043.515962056715	2.6487351469718776
600000	-5048.092292244766	-1.0207604775517312	-5047.071531767215	0.17871369506436077	0.10195440370279413	0.0603228093618895	0.10195440370279413	0.0193041331309915	0.20789226610369446	1.0	-5047.071531767215	1.371268220474707
601000	-5044.206594101116	-0.20594071151111137	-5044.000653389605	0.18905645228834483	0.09640062836389757	0.06083286613179856	0.09640062836389757	0.014354223616257142	0.3455982860142729	1.0	-5044.000653389605	2.6943450698898896
602000	-5048.159546673613	-0.8788950697473115	-5047.280651603865	0.18611626336919884	0.10764914370752886	0.06691533110788331	0.10764914370752886	0.016211207425472635	0.2409493857626919	1.0	-5047.280651603865	1.660700528037212
603000	-5043.093543174687	-0.1179552804870001	-5042.9755878942	0.1850656327687715	0.09330213165290926	0.05740070796045944	0.09330213165290926	0.015644153347916155	0.20225754153992326	1.0	-5042.9755878942	2.246595266896538
604000	-5044.101608838042	-2.4708181026410334	-5041.630790735401	0.18960978827400848	0.10105090435704317	0.06193939268314092	0.10105090435704317	0.015446986090595274	0.5350475285475085	1.0	-5041.630790735401	1.046527760652785
605000	-5042.605193072164	-0.874278316563911	-5041.730914755601	0.18767196965162564	0.10677728156551297	0.06487328408797549	0.10677728156551297	0.016662967519659108	0.30777707433125207	1.0	-5041.730914755601	2.1296733212751056
606000	-5045.109211749092	0.005012126805124417	-5045.114223875897	0.19083846646974792	0.09708893094247534	0.06059834260599384	0.09708893094247534	0.016836412077474158	0.25733144984923456	1.0	-5045.114223875897	2.829952970459072
607000	-5047.806267821344	-1.057289949377918	-5046.7489778719655	0.19958945473207854	0.10359825601587871	0.06274858490877251	0.10359825601587871	0.015005652663976701	0.414783761652824	1.0	-5046.7489778719655	2.1709667972119204
608000	-5044.041994542273	-0.6846056976070924	-5043.357388844665	0.17426194865973765	0.08812305097222951	0.05484266230785992	0.08812305097222951	0.015469897602549212	0.42157227213601783	1.0	-5043.357388844665	2.5598849476932948
609000	-5045.772496127102	-0.2474609957882734	-5045.525035131314	0.21505107023656558	0.09470078768947778	0.06323353255500305	0.09470078768947778	0.015083834912615689	0.33212324714069574	1.0	-5045.525035131314	2.758544548982549
610000	-5044.461956600636	-0.4129377259895479	-5044.049018874646	0.21691543390270107	0.10174854262955958	0.06340345629339121	0.10174854262955958	0.014371153382702182	0.319663557974381	1.0	-5044.049018874646	2.5548307537994903
611000	-5050.937471392332	-1.7219049636047123	-5049.215566428727	0.20118836949785293	0.1017013473624924	0.07335749913229953	0.1017013473624924	0.017419706776843732	0.4139333853139632	1.0	-5049.215566428727	1.459366744752173
612000	-5046.870783022862	-0.3408793732132196	-5046.529903649649	0.1781736531737823	0.10162334148904117	0.0649398506102852	0.10162334148904117	0.0180096261931412	0.24094459797000617	1.0	-5046.529903649649	2.2992543024251004
613000	-5047.92999899948	0.5082341043881495	-5048.438233103868	0.16895453104253622	0.09510992174855866	0.05340421949292433	0.09510992174855866	0.015354331655093503	0.23839226392909324	1.0	-5048.438233103868	3.294162085847397
614000	-5043.426121163819	0.42752306194207357	-5043.853644225761	0.19091023536215557	0.0936977552086265	0.05837244075468131	0.0936977552086265	0.012544725591654694	0.24921248825007294	1.0	-5043.853644225761	3.2578394577192142
615000	-5043.3209286481815	0.4882706167140096	-5043.809199264895	0.18085780857520278	0.09545550728602735	0.05460141173138612	0.09545550728602735	0.0143967200786111	0.2872329604742951	1.0	-5043.809199264895	3.4605747089421577
616000	-5047.884106721366	-1.1704789981545598	-5046.713627723211	0.21998436908223543	0.10030044328165699	0.06333644496561713	0.10030044328165699	0.013124241642672374	0.18353494921287958	1.0	-5046.713627723211	1.3539366068872625
617000	-5048.604728046501	-1.1119010976157986	-5047.4928269488855	0.22997089856148184	0.10024133369204319	0.05420830873444947	0.10024133369204319	0.01633222533519275	0.4086811129922367	1.0	-5047.4928269488855	2.2130445762433144
618000	-5044.736200394092	-0.037703683370513996	-5044.698496710721	0.17631533643104902	0.1004780539155592	0.057921130244388705	0.1004780539155592	0.014239353886254092	0.3298714804006474	1.0	-5044.698496710721	3.0730099386584175
619000	-5051.555626106468	-0.5951155040367926	-5050.960510602431	0.1831607520438928	0.0925330408177017	0.05420249231766957	0.0925330408177017	0.013437626763312253	0.40289528631957516	1.0	-5050.960510602431	2.715571685467939
620000	-5049.528532432677	-0.6394040200389455	-5048.889128412638	0.17599213409598197	0.09221159166591374	0.06385387581575724	0.09221159166591374	0.01596441246951593	0.3170504596396099	1.0	-5048.889128412638	2.431667416601024
621000	-5046.82259724784	-2.2525609995700204	-5044.57003624827	0.17457388889061967	0.09917071351990626	0.06369264491980271	0.09917071351990626	0.017333476572975192	0.1525662423919597	1.0	-5044.57003624827	0.01811722384568637
622000	-5047.733012502079	0.5576258900188389	-5048.290638392098	0.17818272118462944	0.09285863264000055	0.05381314546053647	0.09285863264000055	0.014844288840754633	0.2721518177508732	1.0	-5048.290638392098	3.407065299442581
623000	-5044.018290082963	-0.19406037093542006	-5043.824229712028	0.18084211085859123	0.10294540776397644	0.05685931850680084	0.10294540776397644	0.017257010758498045	0.30026283947591514	1.0	-5043.824229712028	2.726681097128001
624000	-5045.408324935759	-2.0500622998453446	-5043.358262635914	0.18101071337138888	0.10323885694046271	0.06209519325808163	0.10323885694046271	0.014127358968034512	0.49600603615966077	1.0	-5043.358262635914	1.3726090418823549
625000	-5045.405752955033	-0.32169739419143495	-5045.084055560841	0.16877030712117203	0.10746116757880383	0.05963702755534981	0.10746116757880383	0.01639358039367988	0.23493068059498065	1.0	-5045.084055560841	2.353676345647205
626000	-5045.946773426174	0.2573170517637875	-5046.204090477938	0.18005896547736602	0.09552518234527593	0.04903193168719931	0.09552518234527593	0.01525280658765497	0.33005551515927023	1.0	-5046.204090477938	3.272661165231063
627000	-5044.679753842305	0.21179426763918485	-5044.891548109945	0.18748188746628136	0.09331001659119746	0.06315508982551905	0.09331001659119746	0.015208678018051704	0.21941205197125802	1.0	-5044.891548109945	2.818828990872442
628000	-5046.017787515562	-0.7070956732277534	-5045.310691842335	0.20118511121556765	0.0879324335736391	0.057310969215706525	0.0879324335736391	0.01719591951751749	0.3886376242652805	1.0	-5045.310691842335	2.4716349244630917
629000	-5046.658757328028	0.02700407451318565	-5046.685761402541	0.204533858876332	0.09456923959248612	0.05624585676042513	0.09456923959248612	0.014833425433122356	0.21365598997609642	1.0	-5046.685761402541	2.60745451800672
630000	-5046.556278728868	-0.8270186073521133	-5045.729260121516	0.1958989871296915	0.09455099788487453	0.06106150661908548	0.09455099788487453	0.016879719284240514	0.32151809301242085	1.0	-5045.729260121516	2.4106773436307702
631000	-5044.4673985827885	0.5604953266955386	-5045.027893909484	0.17176134625945297	0.0916721735407595	0.06085744237024485	0.0916721735407595	0.014758289021398429	0.3106812233964132	1.0	-5045.027893909484	3.430792815637409
632000	-5045.545547370428	-0.07644401585408378	-5045.469103354574	0.1735773657930826	0.09608136280694246	0.056656395575634184	0.09608136280694246	0.015832909807610665	0.3156527525063998	1.0	-5045.469103354574	2.809728816639078
633000	-5045.628751178059	-0.7532454287203809	-5044.875505749339	0.17556480085014717	0.1045040730260235	0.057325050377103705	0.1045040730260235	0.017753585854567773	0.19307089280201903	1.0	-5044.875505749339	1.6413421205525587
634000	-5053.206511700787	-0.5292757208790433	-5052.677235979908	0.1966793371423248	0.08953539323297904	0.04918008332279089	0.08953539323297904	0.01838192349318534	0.3870484502992805	1.0	-5052.677235979908	2.6077962263062218
635000	-5045.789829505529	0.16291004292947697	-5045.952739548458	0.1949511368346467	0.09606631091546816	0.0610490702650057	0.09606631091546816	0.011729544264503516	0.2606604604198094	1.0	-5045.952739548458	3.0460605252432247
636000	-5046.212682593285	0.29705418252468707	-5046.509736775809	0.17580299711865935	0.10191390608903737	0.0645410666905143	0.10191390608903737	0.013503354454847953	0.2607628915610361	1.0	-5046.509736775809	3.180597555345372
637000	-5047.757491478174	-2.806253276719281	-5044.951238201455	0.1885313001707366	0.09316796075758112	0.05826414497618304	0.09316796075758112	0.01531363283487968	0.5650935515412336	1.0	-5044.951238201455	0.8224625125447851
638000	-5046.307172467684	-0.9533526190901749	-5045.353819848594	0.1914458801662758	0.09859537487690785	0.0608824068071771	0.09859537487690785	0.019000252375681162	0.23860543864715478	1.0	-5045.353819848594	1.8131831781836976
639000	-5044.856916734605	0.28455059605646715	-5045.141467330662	0.18841771336950902	0.09094626066687558	0.056830772573600113	0.09094626066687558	0.01636969371871131	0.20972648172258115	1.0	-5045.141467330662	2.92207930371262
640000	-5050.423658339167	-0.7211290925750384	-5049.702529246591	0.18533953601485853	0.09556748867996831	0.05733602072112436	0.09556748867996831	0.01272612281498835	0.1550441124540197	1.0	-5049.702529246591	1.6143050742069136
641000	-5044.701298944969	0.26624651224520957	-5044.967545457213	0.1843159852812304	0.0970296745649864	0.058917721309880725	0.0970296745649864	0.014347342088934683	0.2221291400952841	1.0	-5044.967545457213	2.801714321432316
642000	-5046.191995768	0.5630123076749718	-5046.7550080756755	0.18626301454496222	0.0975522568625805	0.05940876001197543	0.0975522568625805	0.013327919152603427	0.2504143581703079	1.0	-5046.7550080756755	3.2183381704955494
643000	-5047.786426022861	0.32452683549418193	-5048.110952858355	0.17286247622400217	0.09824890505934251	0.05461645677849057	0.09824890505934251	0.014024682926414136	0.3329268892138548	1.0	-5048.110952858355	3.2646586337620596
644000	-5046.790931038182	0.19868860724173532	-5046.989619645424	0.1830577335421702	0.09149767475717083	0.06312585263697752	0.09149767475717083	0.016612830989443876	0.2709763880482143	1.0	-5046.989619645424	2.9329291796549364
645000	-5046.4830624162005	0.3557452562160348	-5046.838807672417	0.181206646848593	0.08825443546711174	0.05835494237086117	0.08825443546711174	0.013415565543898852	0.32323743600704635	1.0	-5046.838807672417	3.2663412896878388
646000	-5050.380624472902	-3.3104978906924614	-5047.07012658221	0.1747978547681491	0.09537031428785983	0.05502414127573744	0.09537031428785983	0.014904511485834398	0.6288100195469998	1.0	-5047.07012658221	0.2655401689924966
647000	-5050.791819072877	-0.4849033417538662	-5050.306915731123	0.2019364963436361	0.10649202798839799	0.06159708551199067	0.10649202798839799	0.01484805570971465	0.29193848270634554	1.0	-5050.306915731123	2.323848646958809
648000	-5049.6059449405675	0.2638422481774634	-5049.869787188745	0.18886313645054886	0.09110303705620258	0.056937794774308464	0.09110303705620258	0.014248814191659421	0.3154097354452621	1.0	-5049.869787188745	3.1499236735121254
649000	-5044.65066015714	0.22255804142314917	-5044.873218198563	0.17900177382036014	0.09797931885295681	0.059291238156519585	0.09797931885295681	0.014570496880418587	0.2048402316563567	1.0	-5044.873218198563	2.67699724323336
650000	-5047.248708402101	0.7564766882860301	-5048.005185090387	0.21708605404677173	0.0878379931751313	0.052041490080915125	0.0878379931751313	0.01626771584290356	0.25575632599495074	1.0	-5048.005185090387	3.432910712187809
651000	-5047.295478379385	-1.5012340495953078	-5045.79424432979	0.20351152893464444	0.09350364765167878	0.05575830159181405	0.09350364765167878	0.013966110391275141	0.495022295720605	1.0	-5045.79424432979	1.6227405225695117
652000	-5046.472984962052	-0.10522799866639287	-5046.367756963386	0.1701946733241188	0.09432112404542128	0.055613206446738894	0.09432112404542128	0.015809210984722783	0.2690410057886543	1.0	-5046.367756963386	3.1527880776985997
653000	-5045.621954154722	0.14691930814847076	-5045.76887346287	0.19681802476940227	0.10014839390689834	0.06388408898322548	0.10014839390689834	0.01359944034309392	0.21179536064760213	1.0	-5045.76887346287	2.7925370653847805
654000	-5045.902152376016	-1.5427593370712405	-5044.359393038944	0.17655174880152724	0.1043215794543159	0.06367334673217699	0.1043215794543159	0.016577992225607	0.432579997541757	1.0	-5044.359393038944	1.8170051663223323
655000	-5045.084383445662	0.33577278530717214	-5045.420156230969	0.1910799849157742	0.10122226265245098	0.055859554891754204	0.10122226265245098	0.012932582834049319	0.2706856957083596	1.0	-5045.420156230969	3.226728367381901
656000	-5045.653903955056	0.7986553697441616	-5046.4525593248	0.1804617677963715	0.09752973224900029	0.057721174079835576	0.09752973224900029	0.01267596227785	0.23710904680419767	1.0	-5046.4525593248	3.578366381340161
657000	-5045.9974520513015	-0.4215148387343497	-5045.575937212567	0.19237015905586805	0.10134740733316093	0.06653519495823401	0.10134740733316093	0.013653427450673078	0.22782613989448539	1.0	-5045.575937212567	2.318258818195414
658000	-5045.619367796302	-0.3947354175383415	-5045.224632378764	0.18216838027625964	0.10501323549935164	0.06396471221238659	0.10501323549935164	0.015808081947221653	0.27712957946690253	1.0	-5045.224632378764	2.440393320164902
659000	-5046.685155272122	-1.0926157201325428	-5045.592539551989	0.1916035892444258	0.0947487029856744	0.06415457605377027	0.0947487029856744	0.01557681798138341	0.3867793903217153	1.0	-5045.592539551989	2.218065181292113
660000	-5048.582086938181	-0.34265165804736863	-5048.239435280134	0.18112191765951513	0.09302052804747095	0.059222351548829134	0.09302052804747095	0.01587938183767899	0.20557321390241767	1.0	-5048.239435280134	2.3359770062542538
661000	-5050.038027242349	-1.103310041546033	-5048.934717200803	0.2094374738330226	0.09643055730266453	0.062253450417319965	0.09643055730266453	0.018926277552342694	0.36387086475257824	1.0	-5048.934717200803	1.8856413896899837
662000	-5049.509704875971	-1.534824030786006	-5047.974880845185	0.20099368647068974	0.10580959757193092	0.06716726749458372	0.10580959757193092	0.014331602114676814	0.18687924442070797	1.0	-5047.974880845185	0.997933822111553
663000	-5048.337166182954	-0.8350732126292377	-5047.502092970325	0.20227657434769986	0.11586120350369525	0.062468467873606506	0.11586120350369525	0.015570535955149623	0.22753566512813864	1.0	-5047.502092970325	1.9771238754470994
664000	-5046.508000239307	-0.19711792841835774	-5046.310882310889	0.20205201191985708	0.08962136142435877	0.057306586168011	0.08962136142435877	0.0158307408512768	0.26702787448607096	1.0	-5046.310882310889	2.8082852199447297
665000	-5045.847110081565	-1.0476245746829647	-5044.799485506882	0.19311231832700673	0.10667291611093337	0.060089724558389034	0.10667291611093337	0.01763882418813944	0.3560015788220815	1.0	-5044.799485506882	2.2453606876404995
666000	-5046.669908870725	-1.9062222327149851	-5044.76368663801	0.20372816767969829	0.09636852270583894	0.06146959758806199	0.09636852270583894	0.014292836769344813	0.48268919275926747	1.0	-5044.76368663801	1.691200817142688
667000	-5051.0729756501605	-3.3416760333781994	-5047.731299616782	0.18109157725918476	0.10523840914950026	0.05889746726842755	0.10523840914950026	0.016981527819819306	0.58655270244514	1.0	-5047.731299616782	0.4506365865075119
668000	-5044.981286472826	0.05953311730466293	-5045.04081959013	0.1773634647108575	0.10120738336520496	0.057471610485865396	0.10120738336520496	0.01727841485594123	0.25440349702537124	1.0	-5045.04081959013	2.7177650676392053
669000	-5044.397355123759	0.16641321196474745	-5044.563768335724	0.16945376189730704	0.09611804897871008	0.06224369071203155	0.09611804897871008	0.015850702333964236	0.21358476910739668	1.0	-5044.563768335724	2.8207161817259894
670000	-5049.198826557477	-0.6740297603045735	-5048.524796797173	0.17914463910552186	0.10179416183252266	0.06200397985600159	0.10179416183252266	0.012946357961774915	0.31490574235923535	1.0	-5048.524796797173	2.3685127740316014
671000	-5050.653466675979	-1.6256702482555156	-5049.027796427724	0.18196697553156188	0.10917390305877052	0.06253974989655837	0.10917390305877052	0.015226891026289316	0.40970666447446463	1.0	-5049.027796427724	1.680040373777807
672000	-5045.413827965603	-0.5934122558376655	-5044.820415709765	0.17514002016067898	0.10598313174092297	0.06517968948760663	0.10598313174092297	0.015446676346309363	0.27739252262758396	1.0	-5044.820415709765	2.322290467374553
