# BEAST v1.7.4, r5154
# Generated Fri Sep 25 21:58:52 BST 2015 [seed=1443214732102]
state	posterior	prior	likelihood	treeModel.rootHeight	tmrca(CentralPacificIslands)	tmrca(MainHawaiian)	tmrca(NorthWesternHawaiian)	tmrca(Hawaii)	constant.popSize	kappa	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	treeLikelihood	coalescent
25000	-5192.7721243764945	-36.60859320441492	-5156.163531172079	3.6337226343852995	1.8400902756990567	1.086303949379762	1.8400902756990567	0.3149746615479866	3.342716005774341	11.181222360046089	0.2510055068728209	0.28573546301191843	0.23469555204974338	0.2285634780655173	0.05	-5156.163531172079	-31.20547154769953
26000	-5190.691606830081	-34.56209938211187	-5156.1295074479685	3.4723844285151886	1.6958649198446245	0.9906945661691292	1.6958649198446245	0.29655172999549323	4.795625466098814	11.844896751242725	0.2510055068728209	0.28573546301191843	0.23469555204974338	0.2285634780655173	0.05	-5156.1295074479685	-28.687142072468337
27000	-5190.272818606402	-35.291814739654036	-5154.981003866748	3.4806884584580398	1.9600975846521704	1.1205942649756397	1.9600975846521704	0.28580432365648345	4.520873541769061	11.844896751242725	0.25255009321366584	0.28573546301191843	0.23469555204974338	0.22701889172467238	0.05	-5154.981003866748	-29.47585633452792
28000	-5190.425628909692	-37.8394430759255	-5152.586185833767	3.6566873680457923	2.0940899276243097	1.3211296264776582	2.0940899276243097	0.3078444644555141	9.012171471138974	11.844896751242725	0.25255009321366584	0.28573546301191843	0.23469555204974338	0.22701889172467238	0.05	-5152.586185833767	-31.33361385805581
29000	-5183.738009443946	-35.377797300702454	-5148.360212143243	3.443202347447334	1.9979747702992032	1.148685723840456	1.9979747702992032	0.268318993355675	5.713614441671907	9.839001929032904	0.25255009321366584	0.2925994972772881	0.23469555204974338	0.22015485745930266	0.05	-5148.360212143243	-29.677002771353187
30000	-5188.638470225439	-38.03929103568108	-5150.599179189758	3.626254477407548	2.054644739762772	1.3638811633009287	2.054644739762772	0.3322960188903072	10.0379527047372	9.839001929032904	0.2573950831040014	0.2925994972772881	0.23469555204974338	0.2153098675689671	0.05	-5150.599179189758	-31.77497515218304
31000	-5188.566649733105	-36.41332437919943	-5152.1533253539055	3.6905608356193045	2.014978696515262	1.2886516092609865	2.014978696515262	0.3138043958597346	5.829588575146487	9.839001929032904	0.2553451366552946	0.2946494437259949	0.23469555204974338	0.2153098675689671	0.05	-5152.1533253539055	-30.692435247729488
32000	-5176.203310202508	-36.24519330787807	-5139.95811689463	3.588701043429569	2.1522407723086294	1.2901580377356623	2.1522407723086294	0.31167196601343916	5.454386910860836	9.839001929032904	0.2614712108794593	0.2959791930270993	0.2272397285244743	0.2153098675689671	0.05	-5139.95811689463	-30.590830381320437
33000	-5144.445188601435	-37.28335349512356	-5107.161835106312	3.9269439263946526	2.2138676539281574	1.312844393201385	2.2138676539281574	0.34799489153329116	8.208981909326404	9.821274363556306	0.2717210759718006	0.3004799495429899	0.19608772775972724	0.23171124672548224	0.05	-5107.161835106312	-31.22346890144069
34000	-5138.772527107254	-36.415226661899936	-5102.357300445354	3.4950136116425106	2.0671925655137975	1.3234665686815306	2.0671925655137975	0.3357750198295454	4.267396266151223	9.821274363556306	0.2717210759718006	0.3004799495429899	0.19608772775972724	0.23171124672548224	0.05	-5102.357300445354	-31.009567110301976
35000	-5138.244158889386	-35.964490307623386	-5102.279668581763	4.310051725334576	1.919803607334687	1.2005579446386372	1.919803607334687	0.3431822031930009	5.797959371213828	9.821274363556306	0.28937384576267833	0.31272941194791837	0.19608772775972724	0.201809014529676	0.05	-5102.279668581763	-30.252328600447825
36000	-5135.97897051566	-35.24217641816037	-5100.7367940975	3.7153315129285334	1.805257910511614	1.152764792674232	1.805257910511614	0.2737935743388858	5.719601262254049	10.558157450160854	0.28937384576267833	0.31272941194791837	0.19608772775972724	0.201809014529676	0.05	-5100.7367940975	-29.410120685897777
37000	-5137.678498418854	-36.24112752804877	-5101.437370890805	4.1259528661468	2.0444851141915787	1.2576451849128576	2.0444851141915787	0.26429774690443963	5.801258315687825	12.39504685971924	0.28937384576267833	0.31360436314026935	0.19521277656737626	0.201809014529676	0.05	-5101.437370890805	-30.086972845350562
38000	-5140.263560486563	-37.217239895372444	-5103.04632059119	4.018349255981038	2.0961561739166714	1.2231192005771199	2.0961561739166714	0.29727596338855194	4.172848564042991	12.72341481891981	0.28937384576267833	0.31360436314026935	0.19521277656737626	0.201809014529676	0.05	-5103.04632059119	-31.34080473221568
39000	-5143.946835990724	-39.0715198100624	-5104.875316180662	4.120223523247416	2.125111144208369	1.2217585846105161	2.125111144208369	0.29565739756496084	10.580665708786396	12.72341481891981	0.28937384576267833	0.31360436314026935	0.19521277656737626	0.201809014529676	0.05	-5104.875316180662	-32.26465521250082
40000	-5140.930335056204	-37.298829220799945	-5103.631505835404	3.4547643555485785	2.0408008179063715	1.3540918267953173	2.0408008179063715	0.35256706682938843	4.5350061085923885	12.72341481891981	0.28937384576267833	0.31360436314026935	0.19521277656737626	0.201809014529676	0.05	-5103.631505835404	-31.339166538569838
41000	-5141.0943467885245	-37.81403399777716	-5103.280312790747	4.00574611099691	1.975637735440914	1.329376307098705	1.975637735440914	0.3926953401362789	7.889484535301081	12.72341481891981	0.28937384576267833	0.31360436314026935	0.19521277656737626	0.201809014529676	0.05	-5103.280312790747	-31.300666944772082
42000	-5107.717100864601	-37.15970267964377	-5070.5573981849575	3.5138082632299477	1.8671134759785564	1.1746664927624506	1.8671134759785564	0.3575711985604471	3.46510829453316	11.404010971411205	0.309317471314721	0.31360436314026935	0.16571566134636032	0.2113625041986493	0.05	-5070.5573981849575	-31.682909655062627
43000	-5098.134869476748	-36.993295831079905	-5061.141573645667	3.7910196263528815	2.1453110296670665	1.3279089815939897	2.1453110296670665	0.3148613499750963	7.063190798814006	11.404010971411205	0.309317471314721	0.3316320037606318	0.1476880207259979	0.2113625041986493	0.05	-5061.141573645667	-30.804349788575053
44000	-5095.9017090368025	-37.444978717260675	-5058.456730319542	3.713687056362913	1.8715292639325634	1.250445645915357	1.8715292639325634	0.3267756094579852	8.528968015218595	11.404010971411205	0.28456788238386377	0.3316320037606318	0.1476880207259979	0.2361120931295065	0.05	-5058.456730319542	-31.067461207457516
45000	-5095.578673466374	-36.065867098704445	-5059.51280636767	3.5804114986477678	2.056507425909404	1.20806507837831	2.056507425909404	0.3305985413946896	5.907929841193893	11.404010971411205	0.28456788238386377	0.3316320037606318	0.1476880207259979	0.2361120931295065	0.05	-5059.51280636767	-30.055522470732747
46000	-5097.359217916558	-40.84317471167874	-5056.51604320488	4.088501708883346	2.0615317506615	1.2231169309268364	2.0615317506615	0.3733622901283583	2.710115952521404	10.668885028475225	0.28456788238386377	0.3316320037606318	0.12646020624609045	0.257339907609414	0.05	-5056.51604320488	-35.7384990485187
47000	-5089.2154073571	-35.81445360988933	-5053.400953747211	3.587334500970344	1.9573222878007945	1.2957424336636427	1.9573222878007945	0.32128641793756113	6.007054088100956	8.865901638365443	0.28456788238386377	0.3316320037606318	0.12646020624609045	0.257339907609414	0.05	-5053.400953747211	-30.249983869457758
48000	-5088.566047394613	-36.44251939206559	-5052.123528002548	4.093849170544011	2.07721513230011	1.1819454131674585	2.07721513230011	0.3079003492923919	6.601164304018585	11.463342495949263	0.28456788238386377	0.3316320037606318	0.12646020624609045	0.257339907609414	0.05	-5052.123528002548	-30.311264065248047
49000	-5090.632907123634	-35.946890119176885	-5054.686017004457	3.715416491086181	1.9027217424161138	1.2064897553938483	1.9027217424161138	0.30943616917323136	6.56819857990945	11.236663796367948	0.28456788238386377	0.3316320037606318	0.12646020624609045	0.257339907609414	0.05	-5054.686017004457	-29.858881641150788
50000	-5088.037737467521	-38.87541200337117	-5049.16232546415	3.6339688587231933	2.037907324821385	1.220782676492337	2.037907324821385	0.30198628907954334	11.28963056552561	11.236663796367948	0.28456788238386377	0.3316320037606318	0.12646020624609045	0.257339907609414	0.05	-5049.16232546415	-32.24575847614242
51000	-5086.140804043036	-36.39930084526708	-5049.741503197769	3.9381574619915742	1.9672363240508903	1.1358946226495985	1.9672363240508903	0.31448821216799855	4.350933825397845	11.236663796367948	0.28456788238386377	0.36362914166964855	0.12646020624609045	0.22534276970039724	0.05	-5049.741503197769	-30.72314147882343
52000	-5089.171808882035	-39.870609504146785	-5049.301199377888	3.8189678483832985	1.9855822918774286	1.1754062159732555	1.9855822918774286	0.29330523092136873	12.946053764785521	11.236663796367948	0.28456788238386377	0.36362914166964855	0.12114983094184742	0.23065314500464026	0.05	-5049.301199377888	-33.10404961915177
53000	-5086.856492564212	-36.47997909982039	-5050.376513464392	3.903701801359778	1.9962179192949794	1.2289707580698928	1.9962179192949794	0.3569466789381095	5.7835661100116935	11.236663796367948	0.28456788238386377	0.36362914166964855	0.12114983094184742	0.23065314500464026	0.05	-5050.376513464392	-30.51918976145923
54000	-5086.051325303913	-36.05321428742606	-5049.998111016486	3.926012431346898	2.1672398992986026	1.2181381267317501	2.1672398992986026	0.31117544976732964	5.4697147786219364	9.416973773885593	0.28456788238386377	0.36362914166964855	0.12114983094184742	0.23065314500464026	0.05	-5049.998111016486	-30.475362989983974
55000	-5085.903660108297	-37.040162882876665	-5048.86349722542	3.4626139755048513	1.9514412031831294	1.2888638569963595	1.9514412031831294	0.3438422444472009	8.573134961188668	9.416973773885593	0.28456788238386377	0.36362914166964855	0.12114983094184742	0.23065314500464026	0.05	-5048.86349722542	-31.012904585502497
56000	-5086.537089992759	-36.19568244407279	-5050.341407548686	3.663126076462886	2.163839271396988	1.2337245407262527	2.163839271396988	0.3267470681477755	6.761330664751854	9.416973773885593	0.28456788238386377	0.36362914166964855	0.10426391481813813	0.24753906112834956	0.05	-5050.341407548686	-30.40583790427534
57000	-5086.3291767805285	-34.97336410299513	-5051.355812677533	4.143230807879044	1.9627658431439818	1.1268057533924103	1.9627658431439818	0.2810024702901014	5.046286110465835	9.416973773885593	0.28456788238386377	0.36362914166964855	0.10426391481813813	0.24753906112834956	0.05	-5051.355812677533	-29.476086728719043
58000	-5084.671325175358	-36.297260174206166	-5048.374065001152	3.673172984490072	2.0675482541484285	1.3073668880074747	2.0675482541484285	0.33025503601067274	5.772459259354066	9.416973773885593	0.28456788238386377	0.36362914166964855	0.10426391481813813	0.24753906112834956	0.05	-5048.374065001152	-30.665537144481558
59000	-5081.824448819588	-36.553633729617644	-5045.27081508997	4.211648995055265	1.7866107383666583	1.1556956951513462	1.7866107383666583	0.29426348176875794	3.6693071154638024	11.984076891112668	0.30071337363950373	0.36362914166964855	0.10426391481813813	0.2313935698727096	0.05	-5045.27081508997	-30.923647976237202
60000	-5082.165603882949	-37.58157154518368	-5044.584032337765	3.867428195277456	1.9232187821158762	1.1596062008737493	1.9232187821158762	0.33667064028537336	8.732971928998209	11.984076891112668	0.30071337363950373	0.36362914166964855	0.10426391481813813	0.2313935698727096	0.05	-5044.584032337765	-31.084482900102103
61000	-5087.043023123746	-37.1466860657665	-5049.8963370579795	3.9323566725793277	2.0080410631465413	1.333081893821862	2.0080410631465413	0.3483846239741295	4.810792938680716	11.984076891112668	0.30071337363950373	0.36362914166964855	0.10426391481813813	0.2313935698727096	0.05	-5049.8963370579795	-31.245841237104194
62000	-5082.576466050945	-37.03760686415717	-5045.538859186788	3.3904429933291294	2.0458373262419034	1.1368198213879592	2.0458373262419034	0.315741185509651	3.251049581273585	11.984076891112668	0.30071337363950373	0.36362914166964855	0.10426391481813813	0.2313935698727096	0.05	-5045.538859186788	-31.528646065853167
63000	-5086.098597457552	-37.11725346873202	-5048.98134398882	3.8587351243901034	2.206283593786178	1.2618917984444373	2.206283593786178	0.3843708261951182	6.294008500697484	11.984076891112668	0.3396161948210038	0.3247263204881485	0.10426391481813813	0.2313935698727096	0.05	-5048.98134398882	-30.947672413472684
64000	-5084.667609054877	-36.40588687989199	-5048.261722174985	3.677121170613367	2.150948040053385	1.2466806706071007	2.150948040053385	0.3545974902589353	4.73612049994342	9.851136026898896	0.3396161948210038	0.3247263204881485	0.10426391481813813	0.2313935698727096	0.05	-5048.261722174985	-30.890478163371004
65000	-5081.034963742919	-35.555340585179465	-5045.479623157739	3.4870376468779223	1.925948107122028	1.084958457350779	1.925948107122028	0.348373851979502	5.264890614353123	9.851136026898896	0.3396161948210038	0.3247263204881485	0.10426391481813813	0.2313935698727096	0.05	-5045.479623157739	-29.934089839947916
66000	-5090.40402297036	-40.833864791680305	-5049.570158178679	3.246986334563688	1.9656379327038518	1.1254915417458475	1.9656379327038518	0.3197077252279449	15.992262615769583	9.851136026898896	0.3396161948210038	0.3247263204881485	0.10426391481813813	0.2313935698727096	0.05	-5049.570158178679	-34.10156939705785
67000	-5084.6281817226445	-37.29208780773886	-5047.336093914906	3.467163935279046	1.8894919753265007	1.101299712272561	1.8894919753265007	0.29862577461387996	8.554786260947694	13.899732074338994	0.3396161948210038	0.3247263204881485	0.10426391481813813	0.2313935698727096	0.05	-5047.336093914906	-30.519485787166797
68000	-5084.125451428988	-35.96544991198354	-5048.160001517004	3.811508817416099	1.9938571184230132	1.1931837063259085	1.9938571184230132	0.25072947619535135	5.387446967091534	13.899732074338994	0.3396161948210038	0.3247263204881485	0.10426391481813813	0.2313935698727096	0.05	-5048.160001517004	-29.655267202648442
69000	-5083.839659783216	-36.45703678233541	-5047.382623000881	3.491265289963039	2.0059880641599115	1.2492265019714357	2.0059880641599115	0.3396715709322182	4.983937724639972	13.578287401412204	0.3396161948210038	0.3247263204881485	0.10426391481813813	0.2313935698727096	0.05	-5047.382623000881	-30.27236411076059
70000	-5089.436286984833	-41.93894918574389	-5047.497337799089	3.6302637006926317	1.9520280149623692	1.1919505572929174	1.9520280149623692	0.28109589113597505	16.40447688361625	13.578287401412204	0.3396161948210038	0.3247263204881485	0.10599009178849939	0.22966739290234833	0.05	-5047.497337799089	-34.56294252223397
71000	-5079.73369406337	-35.85450006742843	-5043.879193995942	3.6003309856889314	1.875491145518734	1.1622658559315941	1.875491145518734	0.31170235932601753	4.3964220114154	10.890554309113122	0.3396161948210038	0.3247263204881485	0.10599009178849939	0.22966739290234833	0.05	-5043.879193995942	-30.22732956276625
72000	-5081.505801757928	-37.09607817767345	-5044.409723580255	3.452142051382263	2.068549388006491	1.1275211123118931	2.068549388006491	0.2831340800750275	8.836981439735107	10.890554309113122	0.3396161948210038	0.3247263204881485	0.10599009178849939	0.22966739290234833	0.05	-5044.409723580255	-30.770753351658716
73000	-5082.44750118101	-35.843643346685965	-5046.603857834324	3.2162212547039184	1.901748684084989	1.16506205752539	1.901748684084989	0.3113669649065432	3.946756553249158	11.764562734957334	0.3396161948210038	0.3247263204881485	0.10599009178849939	0.22966739290234833	0.05	-5046.603857834324	-30.17669716558898
74000	-5084.533774142832	-38.29865498910233	-5046.23511915373	3.790375615411302	1.7937837774925878	1.19988003658788	1.7937837774925878	0.3238017778348312	9.989013383345926	11.764562734957334	0.3396161948210038	0.3247263204881485	0.10599009178849939	0.22966739290234833	0.05	-5046.23511915373	-31.703117096492758
75000	-5083.6474827212005	-36.33414865025629	-5047.313334070945	3.5918161862144435	2.10042273900084	1.2219143111629904	2.10042273900084	0.2649253967650524	5.273940214543232	11.764562734957334	0.3354303087244029	0.3295498399545148	0.10599009178849939	0.2290297595325829	0.05	-5047.313334070945	-30.377318833022233
76000	-5084.769720759931	-37.66981632954915	-5047.099904430382	3.67964786544748	2.0887084079498273	1.153769325988332	2.0887084079498273	0.2753113933072965	3.210235551381696	11.764562734957334	0.3354303087244029	0.3295498399545148	0.10599009178849939	0.2290297595325829	0.05	-5047.099904430382	-32.209419949354626
77000	-5080.103796581739	-36.05412220104737	-5044.049674380692	3.4553466698450745	1.9397911593430581	1.0728415925680235	1.9397911593430581	0.31698001852883967	6.59263993231782	11.764562734957334	0.3354303087244029	0.3295498399545148	0.10599009178849939	0.2290297595325829	0.05	-5044.049674380692	-29.87411627078848
78000	-5080.829402821459	-35.845996475564974	-5044.983406345894	3.404312429051036	1.941681863755238	1.2460578387853496	1.941681863755238	0.32397617975867193	5.35526177165807	11.764562734957334	0.3354303087244029	0.3295498399545148	0.10599009178849939	0.2290297595325829	0.05	-5044.983406345894	-29.873864824011665
79000	-5083.494681361966	-36.29527409769014	-5047.1994072642765	3.6709719161964722	2.049242593935003	1.1866156476320928	2.049242593935003	0.3312637464183906	5.42835790650786	11.764562734957334	0.3354303087244029	0.3295498399545148	0.10599009178849939	0.2290297595325829	0.05	-5047.1994072642765	-30.309585355552258
80000	-5085.646609904034	-36.674314286801255	-5048.972295617234	3.843282630219899	2.26685060734508	1.2731083603417799	2.26685060734508	0.28978037659139116	5.045027360963048	10.729867575595009	0.3354303087244029	0.3295498399545148	0.10599009178849939	0.2290297595325829	0.05	-5048.972295617234	-30.937529200447152
81000	-5081.08042429793	-36.01177248454113	-5045.068651813389	3.7694922797430093	1.954303624791829	1.2124394780539798	1.954303624791829	0.30785476070852597	5.962420108204253	11.54108384965169	0.3354303087244029	0.3295498399545148	0.10599009178849939	0.2290297595325829	0.05	-5045.068651813389	-29.969287991497588
82000	-5084.402146492461	-39.4266538473332	-5044.975492645128	3.621461869386241	1.8991624426798415	1.2874852520257623	1.8991624426798415	0.36368896870578965	11.56390009384663	11.810752355865372	0.31189847936205223	0.35308166931686547	0.10599009178849939	0.2290297595325829	0.05	-5044.975492645128	-32.67711601008221
83000	-5079.839414987025	-36.29320110398034	-5043.546213883044	3.6757090070127125	1.8686431953695783	1.1694897361380456	1.8686431953695783	0.33070425011957305	4.644740620868795	11.810752355865372	0.31189847936205223	0.35308166931686547	0.10599009178849939	0.2290297595325829	0.05	-5043.546213883044	-30.455815921229945
84000	-5080.86652744647	-36.2661820576819	-5044.600345388788	3.552551335526078	1.7964734773046487	1.193021412971399	1.7964734773046487	0.360908657147147	6.2159368563854525	11.810752355865372	0.30670569854501883	0.35308166931686547	0.10599009178849939	0.2342225403496163	0.05	-5044.600345388788	-30.137415950361696
85000	-5079.681817074903	-36.28538810452085	-5043.396428970382	3.845653002829654	2.0626415740663395	1.2450311448533349	2.0626415740663395	0.30005989531405186	5.605330323829841	11.810752355865372	0.30670569854501883	0.35308166931686547	0.10599009178849939	0.2342225403496163	0.05	-5043.396428970382	-30.260020463408907
86000	-5080.08934128446	-36.88128750764767	-5043.208053776812	3.932554939980781	2.023205303016103	1.2592816383480039	2.023205303016103	0.3430698604228116	4.259591641698853	11.810752355865372	0.30670569854501883	0.35308166931686547	0.10599009178849939	0.2342225403496163	0.05	-5043.208053776812	-31.130464558171667
87000	-5082.187945387032	-36.460997684049204	-5045.726947702983	3.7951740203137203	1.8946261637089092	1.1116256099400592	1.8946261637089092	0.36315631029906154	5.071583717030707	11.810752355865372	0.30670569854501883	0.35308166931686547	0.10599009178849939	0.2342225403496163	0.05	-5045.726947702983	-30.535694892454906
88000	-5084.319813644601	-36.919317373485775	-5047.400496271115	4.064723497523664	1.9602089459089578	1.1959006673930033	1.9602089459089578	0.35806373629373556	5.98575203144571	11.810752355865372	0.30670569854501883	0.35308166931686547	0.10599009178849939	0.2342225403496163	0.05	-5047.400496271115	-30.82828573711782
89000	-5081.91657334605	-36.8513448943174	-5045.065228451733	3.6091115120659523	2.1961900702618435	1.2098181561950074	2.1961900702618435	0.35280536547644986	6.340531938080485	11.677351263618375	0.30670569854501883	0.35308166931686547	0.10599009178849939	0.2342225403496163	0.05	-5045.065228451733	-30.72472994208297
90000	-5083.302761252308	-35.246426170081364	-5048.056335082227	3.8190733904149097	1.8402669656277548	0.9437603349199016	1.8402669656277548	0.26376141392646635	3.190241190456552	11.677351263618375	0.30670569854501883	0.35308166931686547	0.10599009178849939	0.2342225403496163	0.05	-5048.056335082227	-29.806677362449765
